gene	expressed
IPO13	TRUE
DPH2	TRUE
ATP6V0B	TRUE
B4GALT2	TRUE
CCDC24	TRUE
DMAP1	TRUE
ERI3-IT1	TRUE
ERI3	TRUE
TMEM53	TRUE
C1orf228	TRUE
KIF2C	TRUE
RPS8	TRUE
BEST4	TRUE
PLK3	TRUE
TCTEX1D4	TRUE
BTBD19	TRUE
PTCH2	TRUE
EIF2B3	TRUE
HECTD3	TRUE
UROD	TRUE
ZSWIM5	TRUE
LINC01144	TRUE
TOE1	TRUE
MUTYH	TRUE
TESK2	TRUE
CCDC163	TRUE
MMACHC	TRUE
PRDX1	TRUE
AKR1A1	TRUE
NASP	TRUE
CCDC17	TRUE
GPBP1L1	TRUE
TMEM69	TRUE
IPP	TRUE
MAST2	TRUE
PIK3R3	TRUE
LOC101929626	TRUE
TSPAN1	TRUE
POMGNT1	TRUE
LURAP1	TRUE
RAD54L	TRUE
LRRC41	TRUE
UQCRH	TRUE
NSUN4	TRUE
LINC01398	TRUE
DMBX1	TRUE
KNCN	TRUE
MKNK1	TRUE
MOB3C	TRUE
ATPAF1	TRUE
TEX38	TRUE
EFCAB14-AS1	TRUE
EFCAB14	TRUE
LINC00853	TRUE
PDZK1IP1	TRUE
TAL1	TRUE
STIL	TRUE
CMPK1	TRUE
FOXD2	TRUE
LINC01389	TRUE
SPATA6	TRUE
AGBL4	TRUE
FAF1	TRUE
CDKN2C	TRUE
RNF11	TRUE
TTC39A	TRUE
EPS15	TRUE
OSBPL9	TRUE
NRDC	TRUE
RAB3B	TRUE
KTI12	TRUE
TXNDC12	TRUE
BTF3L4	TRUE
ZFYVE9	TRUE
CC2D1B	TRUE
ORC1	TRUE
PRPF38A	TRUE
ZCCHC11	TRUE
COA7	TRUE
ZYG11B	TRUE
ZYG11A	TRUE
SCP2	TRUE
CPT2	TRUE
C1orf123	TRUE
LOC100507564	TRUE
MAGOH	TRUE
LRP8	TRUE
LINC01771	TRUE
DMRTB1	TRUE
NDC1	TRUE
YIPF1	TRUE
DIO1	TRUE
HSPB11	TRUE
LRRC42	TRUE
TMEM59	TRUE
TCEANC2	TRUE
CDCP2	TRUE
CYB5RL	TRUE
MRPL37	TRUE
SSBP3	TRUE
TTC4	TRUE
PARS2	TRUE
DHCR24	TRUE
BSND	TRUE
PCSK9	TRUE
USP24	TRUE
LOC100507634	TRUE
OMA1	TRUE
MYSM1	TRUE
JUN	TRUE
LINC01135	TRUE
LINC01358	TRUE
HSD52	TRUE
FGGY	TRUE
NFIA-AS2	TRUE
NFIA	TRUE
NFIA-AS1	TRUE
TM2D1	TRUE
USP1	TRUE
DOCK7	TRUE
ATG4C	TRUE
LINC00466	TRUE
FOXD3-AS1	TRUE
FOXD3	TRUE
ALG6	TRUE
ITGB3BP	TRUE
EFCAB7	TRUE
UBE2U	TRUE
RAVER2	TRUE
JAK1	TRUE
LINC01359	TRUE
AK4	TRUE
DNAJC6	TRUE
LEPROT	TRUE
LEPR	TRUE
SGIP1	TRUE
TCTEX1D1	TRUE
WDR78	TRUE
MIER1	TRUE
SLC35D1	TRUE
SERBP1	TRUE
GADD45A	TRUE
GNG12-AS1	TRUE
GNG12	TRUE
DIRAS3	TRUE
WLS	TRUE
DEPDC1-AS1	TRUE
DEPDC1	TRUE
LRRC40	TRUE
SRSF11	TRUE
ANKRD13C	TRUE
HHLA3	TRUE
CTH	TRUE
ZRANB2-AS1	TRUE
PTGER3	TRUE
ZRANB2	TRUE
ZRANB2-AS2	TRUE
LRRIQ3	TRUE
FPGT	TRUE
FPGT-TNNI3K	TRUE
TYW3	TRUE
CRYZ	TRUE
ACADM	TRUE
RABGGTB	TRUE
MSH4	TRUE
ST6GALNAC3	TRUE
PIGK	TRUE
ZZZ3	TRUE
USP33	TRUE
MIGA1	TRUE
NEXN	TRUE
NEXN-AS1	TRUE
DNAJB4	TRUE
FUBP1	TRUE
LOC101927560	TRUE
LINC01725	TRUE
TTLL7	TRUE
SAMD13	TRUE
RPF1	TRUE
SPATA1	TRUE
GNG5	TRUE
CTBS	TRUE
LINC01461	TRUE
SSX2IP	TRUE
MCOLN3	TRUE
WDR63	TRUE
SYDE2	TRUE
C1orf52	TRUE
LOC646626	TRUE
BCL10	TRUE
CYR61	TRUE
ZNHIT6	TRUE
ODF2L	TRUE
CLCA1	TRUE
LOC105378828	TRUE
SH3GLB1	TRUE
SELENOF	TRUE
HS2ST1	TRUE
LINC01140	TRUE
LMO4	TRUE
PKN2	TRUE
PKN2-AS1	TRUE
GTF2B	TRUE
KYAT3	TRUE
RBMXL1	TRUE
GBP2	TRUE
LRRC8B	TRUE
FLJ27354	TRUE
LRRC8C	TRUE
LRRC8D	TRUE
GEMIN8P4	TRUE
ZNF326	TRUE
LOC105378853	TRUE
ZNF644	TRUE
HFM1	TRUE
CDC7	TRUE
TGFBR3	TRUE
BTBD8	TRUE
RPAP2	TRUE
GLMN	TRUE
GFI1	TRUE
EVI5	TRUE
RPL5	TRUE
FAM69A	TRUE
MTF2	TRUE
TMED5	TRUE
CCDC18	TRUE
CCDC18-AS1	TRUE
DR1	TRUE
FNBP1L	TRUE
LOC100129046	TRUE
BCAR3	TRUE
DNTTIP2	TRUE
GCLM	TRUE
ABCD3	TRUE
F3	TRUE
CNN3	TRUE
LOC729970	TRUE
LOC101928098	TRUE
ALG14	TRUE
TMEM56	TRUE
TMEM56-RWDD3	TRUE
LOC101928118	TRUE
RWDD3	TRUE
PTBP2	TRUE
DPYD	TRUE
PALMD	TRUE
FRRS1	TRUE
AGL	TRUE
SLC35A3	TRUE
MFSD14A	TRUE
SASS6	TRUE
TRMT13	TRUE
LRRC39	TRUE
DBT	TRUE
RTCA	TRUE
RTCA-AS1	TRUE
CDC14A	TRUE
EXTL2	TRUE
SLC30A7	TRUE
DPH5	TRUE
LOC102606465	TRUE
LOC101928436	TRUE
RNPC3	TRUE
PRMT6	TRUE
SLC25A24	TRUE
FAM102B	TRUE
PRPF38B	TRUE
FNDC7	TRUE
STXBP3	TRUE
GPSM2	TRUE
CLCC1	TRUE
WDR47	TRUE
TAF13	TRUE
TMEM167B	TRUE
SCARNA2	TRUE
C1orf194	TRUE
KIAA1324	TRUE
SARS	TRUE
CELSR2	TRUE
PSRC1	TRUE
MYBPHL	TRUE
SORT1	TRUE
PSMA5	TRUE
SYPL2	TRUE
ATXN7L2	TRUE
CYB561D1	TRUE
AMIGO1	TRUE
GNAI3	TRUE
GNAT2	TRUE
AMPD2	TRUE
GSTM4	TRUE
GSTM2	TRUE
GSTM3	TRUE
EPS8L3	TRUE
CSF1	TRUE
AHCYL1	TRUE
STRIP1	TRUE
LINC01397	TRUE
KCNC4-AS1	TRUE
KCNC4	TRUE
LOC440600	TRUE
RBM15	TRUE
SLC16A4	TRUE
LAMTOR5-AS1	TRUE
LAMTOR5	TRUE
PROK1	TRUE
CYMP	TRUE
CYMP-AS1	TRUE
CD53	TRUE
LRIF1	TRUE
CEPT1	TRUE
DRAM2	TRUE
DENND2D	TRUE
OVGP1	TRUE
ATP5F1	TRUE
WDR77	TRUE
ADORA3	TRUE
TMIGD3	TRUE
RAP1A	TRUE
FAM212B	TRUE
FAM212B-AS1	TRUE
LOC101928718	TRUE
DDX20	TRUE
KCND3-IT1	TRUE
KCND3	TRUE
CTTNBP2NL	TRUE
WNT2B	TRUE
ST7L	TRUE
CAPZA1	TRUE
MOV10	TRUE
RHOC	TRUE
PPM1J	TRUE
FAM19A3	TRUE
SLC16A1	TRUE
SLC16A1-AS1	TRUE
LOC100996251	TRUE
LRIG2	TRUE
LOC643441	TRUE
MAGI3	TRUE
PHTF1	TRUE
RSBN1	TRUE
PTPN22	TRUE
BCL2L15	TRUE
AP4B1	TRUE
DCLRE1B	TRUE
HIPK1-AS1	TRUE
HIPK1	TRUE
OLFML3	TRUE
TRIM33	TRUE
BCAS2	TRUE
DENND2C	TRUE
NRAS	TRUE
CSDE1	TRUE
SIKE1	TRUE
VANGL1	TRUE
CASQ2	TRUE
LOC101928977	TRUE
ATP1A1	TRUE
ATP1A1-AS1	TRUE
LINC01762	TRUE
CD58	TRUE
IGSF3	TRUE
C1orf137	TRUE
CD2	TRUE
PTGFRN	TRUE
LOC101929099	TRUE
TTF2	TRUE
TRIM45	TRUE
MAN1A2	TRUE
LOC100996263	TRUE
FAM46C	TRUE
GDAP2	TRUE
WDR3	TRUE
SPAG17	TRUE
TBX15	TRUE
LOC105378933	TRUE
LOC101929147	TRUE
WARS2	TRUE
ZNF697	TRUE
PHGDH	TRUE
GPR89A	TRUE
POLR3C	TRUE
RNF115	TRUE
NUDT17	TRUE
PIAS3	TRUE
ANKRD35	TRUE
ITGA10	TRUE
PEX11B	TRUE
GNRHR2	TRUE
RBM8A	TRUE
LIX1L	TRUE
ANKRD34A	TRUE
POLR3GL	TRUE
TXNIP	TRUE
HFE2	TRUE
LINC01719	TRUE
PRKAB2	TRUE
FMO5	TRUE
CHD1L	TRUE
LINC00624	TRUE
BCL9	TRUE
ACP6	TRUE
GPR89B	TRUE
LOC100132057	TRUE
HIST2H2BF	TRUE
HIST2H2BE	TRUE
HIST2H2AC	TRUE
HIST2H2AB	TRUE
BOLA1	TRUE
SV2A	TRUE
SF3B4	TRUE
MTMR11	TRUE
OTUD7B	TRUE
VPS45	TRUE
PLEKHO1	TRUE
LOC105371433	TRUE
ANP32E	TRUE
APH1A	TRUE
C1orf54	TRUE
CIART	TRUE
MRPS21	TRUE
PRPF3	TRUE
RPRD2	TRUE
TARS2	TRUE
ECM1	TRUE
FALEC	TRUE
ADAMTSL4	TRUE
ADAMTSL4-AS1	TRUE
MCL1	TRUE
ENSA	TRUE
GOLPH3L	TRUE
CTSS	TRUE
ARNT	TRUE
SETDB1	TRUE
CERS2	TRUE
ANXA9	TRUE
MINDY1	TRUE
PRUNE1	TRUE
BNIPL	TRUE
C1orf56	TRUE
CDC42SE1	TRUE
MLLT11	TRUE
GABPB2	TRUE
SEMA6C	TRUE
TNFAIP8L2	TRUE
TNFAIP8L2-SCNM1	TRUE
LYSMD1	TRUE
SCNM1	TRUE
TMOD4	TRUE
VPS72	TRUE
PIP5K1A	TRUE
PSMD4	TRUE
LOC100507670	TRUE
ZNF687	TRUE
PI4KB	TRUE
GBAT2	TRUE
RFX5	TRUE
SELENBP1	TRUE
PSMB4	TRUE
POGZ	TRUE
CGN	TRUE
TUFT1	TRUE
SNX27	TRUE
RIIAD1	TRUE
MRPL9	TRUE
TDRKH	TRUE
RORC	TRUE
THEM4	TRUE
NBPF18P	TRUE
S100A11	TRUE
SMCP	TRUE
SPRR2D	TRUE
SPRR2A	TRUE
SPRR2B	TRUE
SPRR2C	TRUE
S100A6	TRUE
S100A5	TRUE
LOC101928034	TRUE
S100A4	TRUE
S100A3	TRUE
S100A2	TRUE
S100A14	TRUE
S100A13	TRUE
S100A1	TRUE
CHTOP	TRUE
SNAPIN	TRUE
ILF2	TRUE
INTS3	TRUE
SLC27A3	TRUE
GATAD2B	TRUE
DENND4B	TRUE
CRTC2	TRUE
SLC39A1	TRUE
CREB3L4	TRUE
JTB	TRUE
RAB13	TRUE
RPS27	TRUE
NUP210L	TRUE
TPM3	TRUE
C1orf189	TRUE
C1orf43	TRUE
UBAP2L	TRUE
HAX1	TRUE
AQP10	TRUE
ATP8B2	TRUE
IL6R	TRUE
UBE2Q1	TRUE
ADAR	TRUE
KCNN3	TRUE
PMVK	TRUE
PBXIP1	TRUE
LOC101928120	TRUE
PYGO2	TRUE
SHC1	TRUE
CKS1B	TRUE
FLAD1	TRUE
LENEP	TRUE
ZBTB7B	TRUE
DCST1-AS1	TRUE
ADAM15	TRUE
EFNA4	TRUE
EFNA3	TRUE
EFNA1	TRUE
SLC50A1	TRUE
DPM3	TRUE
KRTCAP2	TRUE
TRIM46	TRUE
MUC1	TRUE
THBS3	TRUE
MTX1	TRUE
GBAP1	TRUE
GBA	TRUE
FAM189B	TRUE
SCAMP3	TRUE
CLK2	TRUE
HCN3	TRUE
PKLR	TRUE
FDPS	TRUE
RUSC1	TRUE
RUSC1-AS1	TRUE
ASH1L-AS1	TRUE
ASH1L	TRUE
MSTO1	TRUE
YY1AP1	TRUE
DAP3	TRUE
MSTO2P	TRUE
GON4L	TRUE
SYT11	TRUE
RIT1	TRUE
KIAA0907	TRUE
RXFP4	TRUE
ARHGEF2	TRUE
SSR2	TRUE
UBQLN4	TRUE
LAMTOR2	TRUE
RAB25	TRUE
MEX3A	TRUE
LMNA	TRUE
SEMA4A	TRUE
SLC25A44	TRUE
PMF1	TRUE
PMF1-BGLAP	TRUE
SMG5	TRUE
TMEM79	TRUE
GLMP	TRUE
TSACC	TRUE
CCT3	TRUE
MEF2D	TRUE
IQGAP3	TRUE
NAXE	TRUE
GPATCH4	TRUE
HAPLN2	TRUE
NES	TRUE
CRABP2	TRUE
ISG20L2	TRUE
RRNAD1	TRUE
MRPL24	TRUE
HDGF	TRUE
PRCC	TRUE
SH2D2A	TRUE
INSRR	TRUE
NTRK1	TRUE
PEAR1	TRUE
LRRC71	TRUE
ARHGEF11	TRUE
ETV3	TRUE
LOC105371458	TRUE
LINC01704	TRUE
OR10R2	TRUE
OR6Y1	TRUE
SPTA1	TRUE
OR6K2	TRUE
OR6K6	TRUE
MNDA	TRUE
POP3	TRUE
IFI16	TRUE
AIM2	TRUE
ACKR1	TRUE
FCER1A	TRUE
DUSP23	TRUE
CFAP45	TRUE
TAGLN2	TRUE
IGSF9	TRUE
LINC01133	TRUE
PIGM	TRUE
KCNJ9	TRUE
IGSF8	TRUE
ATP1A2	TRUE
PEA15	TRUE
DCAF8	TRUE
PEX19	TRUE
NCSTN	TRUE
COPA	TRUE
NHLH1	TRUE
VANGL2	TRUE
SLAMF6	TRUE
CD84	TRUE
SLAMF1	TRUE
ITLN2	TRUE
F11R	TRUE
USF1	TRUE
ARHGAP30	TRUE
NECTIN4	TRUE
KLHDC9	TRUE
NIT1	TRUE
PFDN2	TRUE
DEDD	TRUE
UFC1	TRUE
USP21	TRUE
PPOX	TRUE
B4GALT3	TRUE
ADAMTS4	TRUE
NDUFS2	TRUE
FCER1G	TRUE
TOMM40L	TRUE
PCP4L1	TRUE
MPZ	TRUE
SDHC	TRUE
CFAP126	TRUE
FCGR2A	TRUE
HSPA6	TRUE
FCGR3A	TRUE
FCRLA	TRUE
FCRLB	TRUE
DUSP12	TRUE
ATF6	TRUE
OLFML2B	TRUE
NOS1AP	TRUE
SPATA46	TRUE
C1orf226	TRUE
SH2D1B	TRUE
UHMK1	TRUE
UAP1	TRUE
DDR2	TRUE
HSD17B7	TRUE
RGS4	TRUE
NUF2	TRUE
LOC100422212	TRUE
PBX1	TRUE
LOC100505795	TRUE
MGST3	TRUE
ALDH9A1	TRUE
LOC440700	TRUE
TMCO1	TRUE
LOC100147773	TRUE
UCK2	TRUE
FAM78B	TRUE
POGK	TRUE
TADA1	TRUE
GPA33	TRUE
POU2F1	TRUE
CD247	TRUE
CREG1	TRUE
RCSD1	TRUE
MPZL1	TRUE
ADCY10	TRUE
DCAF6	TRUE
MPC2	TRUE
GPR161	TRUE
TIPRL	TRUE
SFT2D2	TRUE
TBX19	TRUE
LOC100505918	TRUE
LINC00970	TRUE
ATP1B1	TRUE
BLZF1	TRUE
NME7	TRUE
CCDC181	TRUE
SLC19A2	TRUE
SELL	TRUE
METTL18	TRUE
C1orf112	TRUE
SCYL3	TRUE
KIFAP3	TRUE
METTL11B	TRUE
GORAB	TRUE
LOC101928650	TRUE
FMO4	TRUE
PRRC2C	TRUE
VAMP4	TRUE
METTL13	TRUE
DNM3	TRUE
C1orf105	TRUE
PIGC	TRUE
SUCO	TRUE
FASLG	TRUE
TNFSF18	TRUE
LOC100506023	TRUE
PRDX6	TRUE
SLC9C2	TRUE
ANKRD45	TRUE
KLHL20	TRUE
CENPL	TRUE
DARS2	TRUE
GAS5-AS1	TRUE
GAS5	TRUE
ZBTB37	TRUE
SERPINC1	TRUE
LOC102724601	TRUE
RABGAP1L	TRUE
LOC101928696	TRUE
CACYBP	TRUE
MRPS14	TRUE
KIAA0040	TRUE
TNR	TRUE
LINC01657	TRUE
RFWD2	TRUE
SEC16B	TRUE
LOC730102	TRUE
RASAL2-AS1	TRUE
C1orf220	TRUE
RALGPS2	TRUE
FAM20B	TRUE
TOR3A	TRUE
ABL2	TRUE
SOAT1	TRUE
AXDND1	TRUE
TDRD5	TRUE
TOR1AIP2	TRUE
TOR1AIP1	TRUE
CEP350	TRUE
QSOX1	TRUE
LHX4	TRUE
ACBD6	TRUE
XPR1	TRUE
STX6	TRUE
MR1	TRUE
IER5	TRUE
LINC01732	TRUE
LINC01699	TRUE
LINC01344	TRUE
GLUL	TRUE
LINC00272	TRUE
RNASEL	TRUE
RGS16	TRUE
LINC01686	TRUE
NPL	TRUE
DHX9	TRUE
SMG7-AS1	TRUE
SMG7	TRUE
ARPC5	TRUE
RGL1	TRUE
APOBEC4	TRUE
COLGALT2	TRUE
TSEN15	TRUE
C1orf21	TRUE
EDEM3	TRUE
FAM129A	TRUE
RNF2	TRUE
TRMT1L	TRUE
SWT1	TRUE
IVNS1ABP	TRUE
HMCN1	TRUE
TPR	TRUE
C1orf27	TRUE
PTGS2	TRUE
PACERR	TRUE
PLA2G4A	TRUE
RGS18	TRUE
RGS2	TRUE
UCHL5	TRUE
TROVE2	TRUE
GLRX2	TRUE
CDC73	TRUE
B3GALT2	TRUE
KCNT2	TRUE
CFH	TRUE
ASPM	TRUE
ZBTB41	TRUE
CRB1	TRUE
DENND1B	TRUE
C1orf53	TRUE
LHX9	TRUE
NEK7	TRUE
PTPRC	TRUE
ZNF281	TRUE
KIF14	TRUE
LOC101929224	TRUE
DDX59	TRUE
CAMSAP2	TRUE
C1orf106	TRUE
KIF21B	TRUE
TMEM9	TRUE
TNNT2	TRUE
LAD1	TRUE
CSRP1	TRUE
NAV1	TRUE
IPO9	TRUE
IPO9-AS1	TRUE
SHISA4	TRUE
LMOD1	TRUE
TIMM17A	TRUE
RNPEP	TRUE
ELF3	TRUE
ARL8A	TRUE
PTPN7	TRUE
PTPRVP	TRUE
LGR6	TRUE
UBE2T	TRUE
PPP1R12B	TRUE
SYT2	TRUE
KDM5B	TRUE
PCAT6	TRUE
MGAT4EP	TRUE
LOC148709	TRUE
RABIF	TRUE
KLHL12	TRUE
ADIPOR1	TRUE
CYB5R1	TRUE
LOC100506747	TRUE
TMEM183A	TRUE
TMEM183B	TRUE
PPFIA4	TRUE
MYOG	TRUE
ADORA1	TRUE
LINC01353	TRUE
LINC01136	TRUE
BTG2	TRUE
FMOD	TRUE
ATP2B4	TRUE
LAX1	TRUE
ZC3H11A	TRUE
ZBED6	TRUE
SNRPE	TRUE
ETNK2	TRUE
GOLT1A	TRUE
PPP1R15B	TRUE
PIK3C2B	TRUE
MDM4	TRUE
NFASC	TRUE
RBBP5	TRUE
DSTYK	TRUE
TMCC2	TRUE
NUAK2	TRUE
ELK4	TRUE
SLC45A3	TRUE
NUCKS1	TRUE
RAB29	TRUE
SLC41A1	TRUE
PM20D1	TRUE
FAM72A	TRUE
IKBKE	TRUE
RASSF5	TRUE
EIF2D	TRUE
DYRK3	TRUE
MAPKAPK2	TRUE
IL20	TRUE
IL24	TRUE
FCMR	TRUE
PIGR	TRUE
C1orf116	TRUE
YOD1	TRUE
PFKFB2	TRUE
C4BPB	TRUE
C4BPA	TRUE
CD55	TRUE
CR2	TRUE
CR1	TRUE
CR1L	TRUE
CD46	TRUE
LOC148696	TRUE
C1orf132	TRUE
PLXNA2	TRUE
G0S2	TRUE
HSD11B1	TRUE
C1orf74	TRUE
IRF6	TRUE
DIEXF	TRUE
RCOR3	TRUE
TRAF5	TRUE
LINC00467	TRUE
RD3	TRUE
SLC30A1	TRUE
NEK2	TRUE
LOC102723727	TRUE
LPGAT1	TRUE
DTL	TRUE
INTS7	TRUE
LOC101929541	TRUE
PPP2R5A	TRUE
TMEM206	TRUE
NENF	TRUE
ATF3	TRUE
BATF3	TRUE
NSL1	TRUE
TATDN3	TRUE
SPATA45	TRUE
FLVCR1-AS1	TRUE
FLVCR1	TRUE
VASH2	TRUE
ANGEL2	TRUE
RPS6KC1	TRUE
PROX1	TRUE
SMYD2	TRUE
CENPF	TRUE
KCTD3	TRUE
GPATCH2	TRUE
SPATA17	TRUE
RRP15	TRUE
TGFB2	TRUE
TGFB2-AS1	TRUE
LYPLAL1-AS1	TRUE
LYPLAL1	TRUE
SLC30A10	TRUE
EPRS	TRUE
BPNT1	TRUE
IARS2	TRUE
AURKAPS1	TRUE
RAB3GAP2	TRUE
HLX	TRUE
HLX-AS1	TRUE
DUSP10	TRUE
LINC01655	TRUE
TAF1A-AS1	TRUE
TAF1A	TRUE
MIA3	TRUE
AIDA	TRUE
BROX	TRUE
FAM177B	TRUE
DISP1	TRUE
TLR5	TRUE
SUSD4	TRUE
CAPN2	TRUE
TP53BP2	TRUE
GTF2IP20	TRUE
LOC100287497	TRUE
FBXO28	TRUE
DEGS1	TRUE
LOC101927143	TRUE
LOC101927164	TRUE
NVL	TRUE
CNIH4	TRUE
WDR26	TRUE
CNIH3	TRUE
DNAH14	TRUE
LBR	TRUE
SRP9	TRUE
EPHX1	TRUE
TMEM63A	TRUE
LEFTY1	TRUE
PYCR2	TRUE
LEFTY2	TRUE
SDE2	TRUE
H3F3A	TRUE
H3F3AP4	TRUE
ACBD3	TRUE
MIXL1	TRUE
LIN9	TRUE
PARP1	TRUE
ITPKB-IT1	TRUE
ITPKB	TRUE
PSEN2	TRUE
COQ8A	TRUE
CDC42BPA	TRUE
ZNF678	TRUE
SNAP47	TRUE
JMJD4	TRUE
ARF1	TRUE
C1orf35	TRUE
MRPL55	TRUE
GUK1	TRUE
GJC2	TRUE
IBA57-AS1	TRUE
IBA57	TRUE
C1orf145	TRUE
TRIM11	TRUE
TRIM17	TRUE
HIST3H2A	TRUE
HIST3H2BB	TRUE
RNF187	TRUE
BTNL10	TRUE
RAB4A	TRUE
CCSAP	TRUE
NUP133	TRUE
LOC101927478	TRUE
ABCB10	TRUE
TAF5L	TRUE
URB2	TRUE
GALNT2	TRUE
COG2	TRUE
AGT	TRUE
C1orf198	TRUE
TTC13	TRUE
ARV1	TRUE
FAM89A	TRUE
GNPAT	TRUE
C1orf131	TRUE
EXOC8	TRUE
SPRTN	TRUE
EGLN1	TRUE
TSNAX	TRUE
TSNAX-DISC1	TRUE
DISC2	TRUE
MAP10	TRUE
NTPCR	TRUE
MAP3K21	TRUE
KCNK1	TRUE
SLC35F3	TRUE
LOC101927765	TRUE
COA6	TRUE
TARBP1	TRUE
LINC01354	TRUE
IRF2BP2	TRUE
LOC101927787	TRUE
LINC01132	TRUE
LOC101927851	TRUE
TOMM20	TRUE
RBM34	TRUE
ARID4B	TRUE
GGPS1	TRUE
TBCE	TRUE
B3GALNT2	TRUE
GPR137B	TRUE
ERO1B	TRUE
EDARADD	TRUE
LGALS8	TRUE
LGALS8-AS1	TRUE
HEATR1	TRUE
ACTN2	TRUE
MTR	TRUE
GREM2	TRUE
FH	TRUE
KMO	TRUE
CHML	TRUE
OPN3	TRUE
EXO1	TRUE
BECN2	TRUE
MAP1LC3C	TRUE
LINC01347	TRUE
CEP170	TRUE
SDCCAG8	TRUE
C1orf100	TRUE
ADSS	TRUE
DESI2	TRUE
COX20	TRUE
HNRNPU	TRUE
EFCAB2	TRUE
LOC101928068	TRUE
KIF26B	TRUE
SMYD3	TRUE
TFB2M	TRUE
CNST	TRUE
SCCPDH	TRUE
AHCTF1	TRUE
ZNF695	TRUE
ZNF670-ZNF695	TRUE
ZNF670	TRUE
ZNF669	TRUE
C1orf229	TRUE
ZNF124	TRUE
ZNF496	TRUE
TRIM58	TRUE
OR2L13	TRUE
SH3BP5L	TRUE
ZNF672	TRUE
ZNF692	TRUE
PGBD2	TRUE
PLCXD1	TRUE
LINC00685	TRUE
PPP2R3B	TRUE
SLC25A6	TRUE
ASMTL	TRUE
P2RY8	TRUE
AKAP17A	TRUE
ZBED1	TRUE
DHRSX	TRUE
CD99P1	TRUE
CD99	TRUE
PRKX	TRUE
STS	TRUE
PUDP	TRUE
PNPLA4	TRUE
TBL1X	TRUE
WWC3	TRUE
CLCN4	TRUE
HCCS	TRUE
MSL3	TRUE
PRPS2	TRUE
TMSB4X	TRUE
TCEANC	TRUE
RAB9A	TRUE
TRAPPC2	TRUE
OFD1	TRUE
GEMIN8	TRUE
FANCB	TRUE
MOSPD2	TRUE
ASB9	TRUE
PIGA	TRUE
VEGFD	TRUE
PIR	TRUE
BMX	TRUE
CA5BP1	TRUE
ZRSR2	TRUE
AP1S2	TRUE
CTPS2	TRUE
SYAP1	TRUE
TXLNG	TRUE
RBBP7	TRUE
REPS2	TRUE
SCML2	TRUE
CDKL5	TRUE
PHKA2	TRUE
PDHA1	TRUE
EIF1AX-AS1	TRUE
EIF1AX	TRUE
RPS6KA3	TRUE
MBTPS2	TRUE
SMS	TRUE
DDX53	TRUE
PRDX4	TRUE
ACOT9	TRUE
SAT1	TRUE
APOO	TRUE
CXorf58	TRUE
KLHL15	TRUE
EIF2S3	TRUE
ZFX	TRUE
ZFX-AS1	TRUE
PDK3	TRUE
PCYT1B	TRUE
POLA1	TRUE
MAGEB2	TRUE
GK	TRUE
TAB3	TRUE
MAGEB16	TRUE
PRRG1	TRUE
LANCL3	TRUE
XK	TRUE
DYNLT3	TRUE
SYTL5	TRUE
RPGR	TRUE
TSPAN7	TRUE
MID1IP1	TRUE
MID1IP1-AS1	TRUE
BCOR	TRUE
LOC101927476	TRUE
ATP6AP2	TRUE
CXorf38	TRUE
MED14OS	TRUE
MED14	TRUE
USP9X	TRUE
DDX3X	TRUE
CASK	TRUE
LOC101927501	TRUE
MAOA	TRUE
EFHC2	TRUE
FUNDC1	TRUE
DUSP21	TRUE
KDM6A	TRUE
KRBOX4	TRUE
ZNF674	TRUE
ZNF674-AS1	TRUE
SLC9A7	TRUE
RP2	TRUE
NDUFB11	TRUE
RBM10	TRUE
UBA1	TRUE
CDK16	TRUE
USP11	TRUE
LINC01560	TRUE
ZNF41	TRUE
ARAF	TRUE
TIMP1	TRUE
SYN1	TRUE
CFP	TRUE
ELK1	TRUE
UXT-AS1	TRUE
UXT	TRUE
CXXC1P1	TRUE
ZNF81	TRUE
ZNF182	TRUE
ZNF630	TRUE
SSX6	TRUE
SSX1	TRUE
SSX3	TRUE
SLC38A5	TRUE
FTSJ1	TRUE
LOC101927635	TRUE
PORCN	TRUE
EBP	TRUE
TBC1D25	TRUE
RBM3	TRUE
WDR13	TRUE
WAS	TRUE
SUV39H1	TRUE
GLOD5	TRUE
GATA1	TRUE
HDAC6	TRUE
PQBP1	TRUE
TIMM17B	TRUE
SLC35A2	TRUE
PIM2	TRUE
OTUD5	TRUE
KCND1	TRUE
GRIPAP1	TRUE
TFE3	TRUE
WDR45	TRUE
GPKOW	TRUE
MAGIX	TRUE
PLP2	TRUE
PRICKLE3	TRUE
SYP-AS1	TRUE
SYP	TRUE
CACNA1F	TRUE
CCDC22	TRUE
PPP1R3F	TRUE
PAGE1	TRUE
USP27X-AS1	TRUE
USP27X	TRUE
CLCN5	TRUE
GSPT2	TRUE
TSPYL2	TRUE
KANTR	TRUE
KDM5C	TRUE
IQSEC2	TRUE
SMC1A	TRUE
RIBC1	TRUE
HSD17B10	TRUE
HUWE1	TRUE
PHF8	TRUE
FAM120C	TRUE
TSR2	TRUE
GNL3L	TRUE
MAGED2	TRUE
APEX2	TRUE
ALAS2	TRUE
FAM104B	TRUE
PAGE5	TRUE
MAGEH1	TRUE
USP51	TRUE
RRAGB	TRUE
KLF8	TRUE
UBQLN2	TRUE
NBDY	TRUE
SPIN3	TRUE
SPIN2B	TRUE
FAAH2	TRUE
ZXDB	TRUE
